,tweet_created_at,id_str,entity_user_mentions,con_id_str_list,con_id_str_list1,con_id_str_list2,full_conversation_ids,airline_contain_con,airline_contain_con_time,airline_reply_time,56377143
5899,2020-01-11 21:05:50,1.2161039518269358e+18,"('KLM', '56377143')",['1.2161039518269358e+18'],['1.2161057509735588e+18'],[],"['1.2161039518269358e+18', '1.2161057509735588e+18']",['1.2161057509735588e+18'],['2020-01-11 21:12:59'],2020-01-11 21:12:59,7.15
5901,2020-01-12 04:45:47,1.2162197001343918e+18,"('KLM', '56377143')",['1.2162197001343918e+18'],['1.2162237513412977e+18'],[],"['1.2162197001343918e+18', '1.2162237513412977e+18']",['1.2162237513412977e+18'],['2020-01-12 05:01:53'],2020-01-12 05:01:53,16.1
5902,2020-01-12 08:49:35,1.216281053624664e+18,"('KLM', '56377143')",['1.216281053624664e+18'],['1.2162850576499098e+18'],[],"['1.216281053624664e+18', '1.2162850576499098e+18']",['1.2162850576499098e+18'],['2020-01-12 09:05:29'],2020-01-12 09:05:29,15.900000000000002
5903,2020-01-12 10:43:23,1.2163096915103334e+18,"('KLM', '56377143')",['1.2163096915103334e+18'],['1.2163127829095096e+18'],[],"['1.2163096915103334e+18', '1.2163127829095096e+18']",['1.2163127829095096e+18'],['2020-01-12 10:55:40'],2020-01-12 10:55:40,12.283333333333333
5904,2020-01-12 10:48:54,1.2163110813769275e+18,"('KLM', '56377143'),('skycouriersintl', '2870650489')",['1.2163110813769277e+18'],['1.2163543214886298e+18'],[],"['1.2163110813769277e+18', '1.2163543214886298e+18']",['1.2163543214886298e+18'],['2020-01-12 13:40:43'],2020-01-12 13:40:43,171.81666666666666
5905,2020-01-12 12:13:59,1.216332493537915e+18,"('KLM', '56377143')",['1.216332493537915e+18'],['1.2163347872224092e+18'],[],"['1.216332493537915e+18', '1.2163347872224092e+18']",['1.2163347872224092e+18'],['2020-01-12 12:23:06'],2020-01-12 12:23:06,9.116666666666667
5906,2020-01-12 12:29:34,1.2163364169024594e+18,"('KLM', '56377143'),('Delta', '5920532')",['1.2163364169024594e+18'],['1.216341706917974e+18'],[],"['1.2163364169024594e+18', '1.216341706917974e+18']",['1.216341706917974e+18'],['2020-01-12 12:50:36'],2020-01-12 12:50:36,21.033333333333335
5907,2020-01-12 13:18:13,1.2163486571230372e+18,"('KLM', '56377143')",['1.2163486571230372e+18'],['1.2163550106379756e+18'],[],"['1.2163486571230372e+18', '1.2163550106379756e+18']",['1.2163550106379756e+18'],['2020-01-12 13:43:27'],2020-01-12 13:43:27,25.233333333333334
5908,2020-01-12 13:26:35,1.216350765603836e+18,"('KLM', '56377143')",['1.216350765603836e+18'],['1.2163577121136517e+18'],[],"['1.216350765603836e+18', '1.2163577121136517e+18']",['1.2163577121136517e+18'],['2020-01-12 13:54:12'],2020-01-12 13:54:12,27.616666666666667
5909,2020-01-12 13:37:34,1.216353529335554e+18,"('KLM', '56377143'),('Dolfjansen', '96975923')",['1.216353529335554e+18'],['1.216355372967039e+18'],[],"['1.216353529335554e+18', '1.216355372967039e+18']",['1.216355372967039e+18'],['2020-01-12 13:44:54'],2020-01-12 13:44:54,7.333333333333333
5910,2020-01-12 14:08:03,1.2163611980584428e+18,"('KLM', '56377143'),('Dolfjansen', '96975923')",['1.2163611980584428e+18'],['1.2163874434921062e+18'],[],"['1.2163611980584428e+18', '1.2163874434921062e+18']",['1.2163874434921062e+18'],['2020-01-12 15:52:20'],2020-01-12 15:52:20,104.28333333333333
5911,2020-01-12 15:58:23,1.2163889647073812e+18,"('KLM', '56377143')",['1.2163889647073812e+18'],['1.2163921068786074e+18'],[],"['1.2163889647073812e+18', '1.2163921068786074e+18']",['1.2163921068786074e+18'],['2020-01-12 16:10:52'],2020-01-12 16:10:52,12.483333333333333
5912,2020-01-12 16:47:04,1.2164012166091694e+18,"('KLM', '56377143')",['1.2164012166091694e+18'],['1.2164020213702533e+18'],[],"['1.2164012166091694e+18', '1.2164020213702533e+18']",['1.2164020213702533e+18'],['2020-01-12 16:50:16'],2020-01-12 16:50:16,3.2
5914,2020-01-12 18:57:19,1.2164339947465892e+18,"('KLM', '56377143')",['1.2164339947465892e+18'],['1.2164364503061627e+18'],[],"['1.2164339947465892e+18', '1.2164364503061627e+18']",['1.2164364503061627e+18'],['2020-01-12 19:07:04'],2020-01-12 19:07:04,9.75
5915,2020-01-12 21:16:12,1.2164689476226458e+18,"('KLM', '56377143')",['1.2164689476226458e+18'],['1.2164725320706007e+18'],[],"['1.2164689476226458e+18', '1.2164725320706007e+18']",['1.2164725320706007e+18'],['2020-01-12 21:30:27'],2020-01-12 21:30:27,14.25
5917,2020-01-12 23:48:37,1.2165073032660705e+18,"('KLM', '56377143')",['1.2165073032660705e+18'],['1.216510373777617e+18'],[],"['1.2165073032660705e+18', '1.216510373777617e+18']",['1.216510373777617e+18'],['2020-01-13 00:00:49'],2020-01-13 00:00:49,12.2
5918,2020-01-13 07:02:03,1.2166163826887885e+18,"('KLM', '56377143')",['1.2166163826887885e+18'],['1.216617743128154e+18'],[],"['1.2166163826887885e+18', '1.216617743128154e+18']",['1.216617743128154e+18'],['2020-01-13 07:07:28'],2020-01-13 07:07:28,5.416666666666667
5919,2020-01-13 08:43:15,1.2166418487244145e+18,"('KLM', '56377143')",['1.2166418487244145e+18'],['1.216645294793904e+18'],[],"['1.2166418487244145e+18', '1.216645294793904e+18']",['1.216645294793904e+18'],['2020-01-13 08:56:57'],2020-01-13 08:56:57,13.7
5922,2020-01-13 09:19:44,1.216651028478726e+18,"('KLM', '56377143')",['1.2166510284787261e+18'],['1.2166527518804992e+18'],[],"['1.2166510284787261e+18', '1.2166527518804992e+18']",['1.2166527518804992e+18'],['2020-01-13 09:26:35'],2020-01-13 09:26:35,6.85
5924,2020-01-13 11:00:01,1.2166762686927954e+18,"('KLM', '56377143')",['1.2166762686927954e+18'],"['1.216680070389076e+18', '1.2166801324396134e+18']",[],"['1.2166762686927954e+18', '1.216680070389076e+18', '1.2166801324396134e+18']","['1.2166801324396134e+18', '1.216680070389076e+18']","['2020-01-13 11:15:23', '2020-01-13 11:15:08']",2020-01-13 11:15:23,15.366666666666669
5925,2020-01-13 12:05:23,1.2166927169496023e+18,"('KLM', '56377143')",['1.2166927169496023e+18'],['1.2166944535593492e+18'],[],"['1.2166927169496023e+18', '1.2166944535593492e+18']",['1.2166944535593492e+18'],['2020-01-13 12:12:17'],2020-01-13 12:12:17,6.9
5926,2020-01-13 14:17:43,1.2167260200505754e+18,"('KLM', '56377143')",['1.2167260200505754e+18'],['1.2167277452265308e+18'],[],"['1.2167260200505754e+18', '1.2167277452265308e+18']",['1.2167277452265308e+18'],['2020-01-13 14:24:34'],2020-01-13 14:24:34,6.85
5927,2020-01-13 14:32:09,1.2167296526785782e+18,"('KLM', '56377143')",['1.2167296526785782e+18'],['1.216734994594435e+18'],[],"['1.2167296526785782e+18', '1.216734994594435e+18']",['1.216734994594435e+18'],['2020-01-13 14:53:23'],2020-01-13 14:53:23,21.233333333333334
5928,2020-01-13 15:03:33,1.2167375542733906e+18,"('KLM', '56377143')",['1.2167375542733906e+18'],['1.2167412341418107e+18'],[],"['1.2167375542733906e+18', '1.2167412341418107e+18']",['1.2167412341418107e+18'],['2020-01-13 15:18:10'],2020-01-13 15:18:10,14.616666666666667
5929,2020-01-13 15:59:35,1.2167516545461658e+18,"('KLM', '56377143')",['1.2167516545461658e+18'],"['1.2167540258714214e+18', '1.216754187700179e+18', '1.2167542449986314e+18']",[],"['1.2167516545461658e+18', '1.2167540258714214e+18', '1.216754187700179e+18', '1.2167542449986314e+18']","['1.2167542449986314e+18', '1.2167540258714214e+18', '1.216754187700179e+18']","['2020-01-13 16:09:52', '2020-01-13 16:09:00', '2020-01-13 16:09:39']",2020-01-13 16:09:52,10.283333333333333
5931,2020-01-13 18:38:24,1.216791623423742e+18,"('KLM', '56377143')",['1.216791623423742e+18'],['1.2167947464395858e+18'],[],"['1.216791623423742e+18', '1.2167947464395858e+18']",['1.2167947464395858e+18'],['2020-01-13 18:50:49'],2020-01-13 18:50:49,12.416666666666666
5932,2020-01-13 19:30:37,1.2168047656545526e+18,"('KLM', '56377143')",['1.2168047656545526e+18'],['1.2168076217490186e+18'],[],"['1.2168047656545526e+18', '1.2168076217490186e+18']",['1.2168076217490186e+18'],['2020-01-13 19:41:58'],2020-01-13 19:41:58,11.35
5933,2020-01-13 19:34:26,1.2168057238684508e+18,"('KLM', '56377143')",['1.2168057238684508e+18'],['1.2168081454540104e+18'],[],"['1.2168057238684508e+18', '1.2168081454540104e+18']",['1.2168081454540104e+18'],['2020-01-13 19:44:03'],2020-01-13 19:44:03,9.616666666666667
5934,2020-01-13 19:36:58,1.2168063612893637e+18,"('KLM', '56377143')",['1.2168063612893635e+18'],['1.2168091421380854e+18'],[],"['1.2168063612893635e+18', '1.2168091421380854e+18']",['1.2168091421380854e+18'],['2020-01-13 19:48:01'],2020-01-13 19:48:01,11.05
5935,2020-01-13 19:54:56,1.216810881788584e+18,"('KLM', '56377143')",['1.216810881788584e+18'],['1.2168135995718246e+18'],[],"['1.216810881788584e+18', '1.2168135995718246e+18']",['1.2168135995718246e+18'],['2020-01-13 20:05:44'],2020-01-13 20:05:44,10.8
5936,2020-01-13 19:56:47,1.2168113506782863e+18,"('KLM', '56377143'),('KLM_US', '108312174')",['1.2168113506782863e+18'],"['1.2168142934313452e+18', '1.2168144139797545e+18', '1.2168144750572093e+18']",[],"['1.2168113506782863e+18', '1.2168142934313452e+18', '1.2168144139797545e+18', '1.2168144750572093e+18']","['1.2168144139797545e+18', '1.2168142934313452e+18']","['2020-01-13 20:08:58', '2020-01-13 20:08:29']",2020-01-13 20:08:58,12.183333333333334
5937,2020-01-13 21:22:53,1.216833015474729e+18,"('KLM', '56377143')",['1.216833015474729e+18'],['1.2168352725050368e+18'],[],"['1.216833015474729e+18', '1.2168352725050368e+18']",['1.2168352725050368e+18'],['2020-01-13 21:31:51'],2020-01-13 21:31:51,8.966666666666667
5938,2020-01-13 21:30:03,1.2168348203509146e+18,"('KLM', '56377143')",['1.2168348203509146e+18'],['1.2168386192788603e+18'],[],"['1.2168348203509146e+18', '1.2168386192788603e+18']",['1.2168386192788603e+18'],['2020-01-13 21:45:09'],2020-01-13 21:45:09,15.1
5940,2020-01-13 22:21:40,1.2168478115909837e+18,"('KLM', '56377143')",['1.2168478115909837e+18'],['1.2168496675913728e+18'],[],"['1.2168478115909837e+18', '1.2168496675913728e+18']",['1.2168496675913728e+18'],['2020-01-13 22:29:03'],2020-01-13 22:29:03,7.383333333333334
5941,2020-01-14 05:38:11,1.21695766388983e+18,"('KLM', '56377143')",['1.21695766388983e+18'],['1.2169612109959537e+18'],[],"['1.21695766388983e+18', '1.2169612109959537e+18']",['1.2169612109959537e+18'],['2020-01-14 05:52:17'],2020-01-14 05:52:17,14.1
5942,2020-01-15 12:06:40,1.2174178161455718e+18,"('KLM', '56377143')",['1.2174178161455718e+18'],['1.2174192893906534e+18'],[],"['1.2174178161455718e+18', '1.2174192893906534e+18']",['1.2174192893906534e+18'],['2020-01-15 12:12:31'],2020-01-15 12:12:31,5.85
5943,2020-01-15 12:09:58,1.217418648211665e+18,"('KLM', '56377143'),('flyingblue', '1389580680')",['1.217418648211665e+18'],['1.2174204965532877e+18'],[],"['1.217418648211665e+18', '1.2174204965532877e+18']",['1.2174204965532877e+18'],['2020-01-15 12:17:19'],2020-01-15 12:17:19,7.35
5947,2020-01-15 16:56:40,1.21749079822216e+18,"('KLM', '56377143'),('Delta', '5920532')",['1.21749079822216e+18'],['1.2174945740730737e+18'],[],"['1.21749079822216e+18', '1.2174945740730737e+18']",['1.2174945740730737e+18'],['2020-01-15 17:11:41'],2020-01-15 17:11:41,15.016666666666667
5954,2020-01-16 06:46:57,1.2176997437338337e+18,"('KLM', '56377143')",['1.2176997437338337e+18'],['1.2177035794877358e+18'],[],"['1.2176997437338337e+18', '1.2177035794877358e+18']",['1.2177035794877358e+18'],['2020-01-16 07:02:11'],2020-01-16 07:02:11,15.233333333333336
5956,2020-01-16 10:10:38,1.2177510017483858e+18,"('KLM', '56377143')",['1.2177510017483858e+18'],['1.217757232231846e+18'],[],"['1.2177510017483858e+18', '1.217757232231846e+18']",['1.217757232231846e+18'],['2020-01-16 10:35:23'],2020-01-16 10:35:23,24.75
5958,2020-01-17 05:42:35,1.2180459318426706e+18,"('KLM', '56377143')",['1.2180459318426706e+18'],['1.218047720159699e+18'],[],"['1.2180459318426706e+18', '1.218047720159699e+18']",['1.218047720159699e+18'],['2020-01-17 05:49:41'],2020-01-17 05:49:41,7.1
5962,2020-01-17 08:34:25,1.2180891754189087e+18,"('KLM', '56377143'),('KLM_ES', '68666990'),('KLM_MX', '75031837'),('KLM_AR', '1246082016')",['1.2180891754189087e+18'],['1.2180911057718026e+18'],[],"['1.2180891754189087e+18', '1.2180911057718026e+18']",['1.2180911057718026e+18'],['2020-01-17 08:42:05'],2020-01-17 08:42:05,7.666666666666668
5963,2020-01-17 08:53:15,1.2180939179099996e+18,"('KLM', '56377143'),('VolkswagenNL', '71218542')",['1.2180939179099996e+18'],['1.218096194737582e+18'],[],"['1.2180939179099996e+18', '1.218096194737582e+18']",['1.218096194737582e+18'],['2020-01-17 09:02:18'],2020-01-17 09:02:18,9.05
5967,2020-01-17 11:16:19,1.2181299195590533e+18,"('KLM', '56377143')",['1.2181299195590533e+18'],['1.2181400368786964e+18'],[],"['1.2181299195590533e+18', '1.2181400368786964e+18']",['1.2181400368786964e+18'],['2020-01-17 11:56:31'],2020-01-17 11:56:31,40.2
5972,2020-01-17 15:02:27,1.2181868292430438e+18,"('Nomaticgear', '2802202266'),('KLM', '56377143')",['1.2181868292430438e+18'],['1.218194857455444e+18'],[],"['1.2181868292430438e+18', '1.218194857455444e+18']",['1.218194857455444e+18'],['2020-01-17 15:34:21'],2020-01-17 15:34:21,31.900000000000002
5973,2020-01-17 15:31:22,1.2181941072704348e+18,"('KLM', '56377143')",['1.2181941072704348e+18'],['1.2181977542012232e+18'],[],"['1.2181941072704348e+18', '1.2181977542012232e+18']",['1.2181977542012232e+18'],['2020-01-17 15:45:52'],2020-01-17 15:45:52,14.5
5975,2020-01-17 16:32:19,1.2182094463562998e+18,"('KLM', '56377143')",['1.2182094463562998e+18'],['1.2182135023362376e+18'],[],"['1.2182094463562998e+18', '1.2182135023362376e+18']",['1.2182135023362376e+18'],['2020-01-17 16:48:26'],2020-01-17 16:48:26,16.116666666666667
5976,2020-01-17 17:25:05,1.218222725480751e+18,"('NCLairport', '219603474'),('KLM', '56377143')",['1.218222725480751e+18'],['1.2182257186074665e+18'],[],"['1.218222725480751e+18', '1.2182257186074665e+18']",['1.2182257186074665e+18'],['2020-01-17 17:36:59'],2020-01-17 17:36:59,11.9
5978,2020-01-17 17:47:50,1.2182284499884892e+18,"('KLM', '56377143')",['1.2182284499884892e+18'],['1.2182428228575478e+18'],[],"['1.2182284499884892e+18', '1.2182428228575478e+18']",['1.2182428228575478e+18'],['2020-01-17 18:44:57'],2020-01-17 18:44:57,57.11666666666667
5979,2020-01-17 18:53:07,1.218244878909485e+18,"('KLM', '56377143')",['1.218244878909485e+18'],['1.2182470026953728e+18'],[],"['1.218244878909485e+18', '1.2182470026953728e+18']",['1.2182470026953728e+18'],['2020-01-17 19:01:34'],2020-01-17 19:01:34,8.450000000000001
5980,2020-01-17 18:56:04,1.2182456206469366e+18,"('KLM', '56377143')",['1.2182456206469366e+18'],['1.2182466668993946e+18'],[],"['1.2182456206469366e+18', '1.2182466668993946e+18']",['1.2182466668993946e+18'],['2020-01-17 19:00:13'],2020-01-17 19:00:13,4.15
5982,2020-01-17 19:14:51,1.2182503488395878e+18,"('KLM', '56377143')",['1.2182503488395878e+18'],['1.218251193476096e+18'],[],"['1.2182503488395878e+18', '1.218251193476096e+18']",['1.218251193476096e+18'],['2020-01-17 19:18:13'],2020-01-17 19:18:13,3.3666666666666667
5983,2020-01-17 19:20:48,1.2182518448431636e+18,"('KLM', '56377143')",['1.2182518448431636e+18'],['1.218253024063361e+18'],[],"['1.2182518448431636e+18', '1.218253024063361e+18']",['1.218253024063361e+18'],['2020-01-17 19:25:29'],2020-01-17 19:25:29,4.683333333333334
5984,2020-01-17 19:26:00,1.2182531545733243e+18,"('KLM', '56377143')",['1.2182531545733243e+18'],['1.218255983614595e+18'],[],"['1.2182531545733243e+18', '1.218255983614595e+18']",['1.218255983614595e+18'],['2020-01-17 19:37:15'],2020-01-17 19:37:15,11.25
5985,2020-01-17 19:33:27,1.2182550277703148e+18,"('KLM', '56377143')",['1.2182550277703148e+18'],['1.2182574652230574e+18'],[],"['1.2182550277703148e+18', '1.2182574652230574e+18']",['1.2182574652230574e+18'],['2020-01-17 19:43:08'],2020-01-17 19:43:08,9.683333333333334
5986,2020-01-17 21:01:25,1.2182771676430991e+18,"('Delta', '5920532'),('KLM', '56377143')",['1.2182771676430991e+18'],"['1.218278955154858e+18', '1.2182790544969318e+18', '1.2182791332198195e+18']",[],"['1.2182771676430991e+18', '1.218278955154858e+18', '1.2182790544969318e+18', '1.2182791332198195e+18']","['1.218278955154858e+18', '1.2182791332198195e+18', '1.2182790544969318e+18']","['2020-01-17 21:08:32', '2020-01-17 21:09:14', '2020-01-17 21:08:55']",2020-01-17 21:08:32,7.116666666666666
5990,2020-01-18 07:48:01,1.218439889106219e+18,"('KLM', '56377143')",['1.218439889106219e+18'],['1.2184447237754716e+18'],[],"['1.218439889106219e+18', '1.2184447237754716e+18']",['1.2184447237754716e+18'],['2020-01-18 08:07:14'],2020-01-18 08:07:14,19.216666666666665
5996,2020-01-18 11:16:32,1.218492362260996e+18,"('KLM', '56377143')",['1.218492362260996e+18'],['1.218496184614105e+18'],[],"['1.218492362260996e+18', '1.218496184614105e+18']",['1.218496184614105e+18'],['2020-01-18 11:31:43'],2020-01-18 11:31:43,15.183333333333334
5997,2020-01-18 11:29:53,1.2184957243605445e+18,"('Budgetair', '19067279'),('KLM', '56377143')",['1.2184957243605443e+18'],['1.2184966156039332e+18'],[],"['1.2184957243605443e+18', '1.2184966156039332e+18']",['1.2184966156039332e+18'],['2020-01-18 11:33:26'],2020-01-18 11:33:26,3.55
5998,2020-01-18 14:16:01,1.2185375320125809e+18,"('KLM', '56377143'),('Airbus', '15425377')",['1.2185375320125809e+18'],['1.218539550932439e+18'],[],"['1.2185375320125809e+18', '1.218539550932439e+18']",['1.218539550932439e+18'],['2020-01-18 14:24:02'],2020-01-18 14:24:02,8.016666666666667
6000,2020-01-18 15:04:05,1.2185496278652475e+18,"('KLM', '56377143')",['1.2185496278652477e+18'],['1.218554929436078e+18'],[],"['1.2185496278652477e+18', '1.218554929436078e+18']",['1.218554929436078e+18'],['2020-01-18 15:25:09'],2020-01-18 15:25:09,21.066666666666666
6001,2020-01-18 16:10:59,1.2185664618384955e+18,"('KLM', '56377143')",['1.2185664618384957e+18'],['1.2185691505928806e+18'],[],"['1.2185664618384957e+18', '1.2185691505928806e+18']",['1.2185691505928806e+18'],['2020-01-18 16:21:40'],2020-01-18 16:21:40,10.683333333333334
6003,2020-01-18 17:14:13,1.2185823768062648e+18,"('KLM', '56377143')",['1.2185823768062648e+18'],['1.2185840337074176e+18'],[],"['1.2185823768062648e+18', '1.2185840337074176e+18']",['1.2185840337074176e+18'],['2020-01-18 17:20:48'],2020-01-18 17:20:48,6.583333333333333
6005,2020-01-18 18:47:57,1.218605965391663e+18,"('KLM', '56377143')",['1.218605965391663e+18'],['1.218607005625131e+18'],[],"['1.218605965391663e+18', '1.218607005625131e+18']",['1.218607005625131e+18'],['2020-01-18 18:52:05'],2020-01-18 18:52:05,4.133333333333334
6008,2020-01-18 21:47:29,1.218651147138949e+18,"('KLM', '56377143')",['1.218651147138949e+18'],['1.218652344415654e+18'],[],"['1.218651147138949e+18', '1.218652344415654e+18']",['1.218652344415654e+18'],['2020-01-18 21:52:15'],2020-01-18 21:52:15,4.766666666666667
6009,2020-01-18 22:18:57,1.2186590642694597e+18,"('KLM', '56377143')",['1.2186590642694595e+18'],['1.2186618674780283e+18'],[],"['1.2186590642694595e+18', '1.2186618674780283e+18']",['1.2186618674780283e+18'],['2020-01-18 22:30:05'],2020-01-18 22:30:05,11.133333333333333
6011,2020-01-18 22:36:16,1.2186634241436426e+18,"('KLM', '56377143')",['1.2186634241436426e+18'],['1.2186681080612495e+18'],[],"['1.2186634241436426e+18', '1.2186681080612495e+18']",['1.2186681080612495e+18'],['2020-01-18 22:54:53'],2020-01-18 22:54:53,18.616666666666667
6012,2020-01-18 22:42:19,1.218664948047532e+18,"('KLM', '56377143'),('TUIUK', '16144487')",['1.218664948047532e+18'],['1.2186685489246085e+18'],[],"['1.218664948047532e+18', '1.2186685489246085e+18']",['1.2186685489246085e+18'],['2020-01-18 22:56:38'],2020-01-18 22:56:38,14.316666666666666
6014,2020-01-18 23:21:53,1.2186749028589445e+18,"('KLM', '56377143')",['1.2186749028589445e+18'],['1.2186801015309517e+18'],[],"['1.2186749028589445e+18', '1.2186801015309517e+18']",['1.2186801015309517e+18'],['2020-01-18 23:42:32'],2020-01-18 23:42:32,20.65
6015,2020-01-18 23:43:11,1.2186802619630674e+18,"('KLM', '56377143')",['1.2186802619630674e+18'],['1.218684989048533e+18'],[],"['1.2186802619630674e+18', '1.218684989048533e+18']",['1.218684989048533e+18'],['2020-01-19 00:01:58'],2020-01-19 00:01:58,18.783333333333335
6018,2020-01-19 07:21:33,1.218795617033638e+18,"('KLM', '56377143')",['1.218795617033638e+18'],['1.2188014369826816e+18'],[],"['1.218795617033638e+18', '1.2188014369826816e+18']",['1.2188014369826816e+18'],['2020-01-19 07:44:41'],2020-01-19 07:44:41,23.133333333333333
6020,2020-01-19 10:05:25,1.2188368528007045e+18,"('KLM_UK', '19401532'),('KLM', '56377143')",['1.2188368528007045e+18'],['1.2188394395118387e+18'],[],"['1.2188368528007045e+18', '1.2188394395118387e+18']",['1.2188394395118387e+18'],['2020-01-19 10:15:41'],2020-01-19 10:15:41,10.266666666666667
6021,2020-01-19 10:39:08,1.218845338691416e+18,"('KLM', '56377143')",['1.218845338691416e+18'],['1.2188466955109868e+18'],[],"['1.218845338691416e+18', '1.2188466955109868e+18']",['1.2188466955109868e+18'],['2020-01-19 10:44:31'],2020-01-19 10:44:31,5.383333333333334
6022,2020-01-19 11:30:30,1.218858266840785e+18,"('KLM', '56377143')",['1.218858266840785e+18'],['1.2188603939903242e+18'],[],"['1.218858266840785e+18', '1.2188603939903242e+18']",['1.2188603939903242e+18'],['2020-01-19 11:38:57'],2020-01-19 11:38:57,8.450000000000001
6023,2020-01-19 11:45:48,1.2188621177527542e+18,"('KLM', '56377143')",['1.2188621177527542e+18'],['1.218863480830296e+18'],[],"['1.2188621177527542e+18', '1.218863480830296e+18']",['1.218863480830296e+18'],['2020-01-19 11:51:13'],2020-01-19 11:51:13,5.416666666666667
6024,2020-01-19 12:05:41,1.2188671180888678e+18,"('KLM', '56377143')",['1.2188671180888678e+18'],['1.2188704591749366e+18'],[],"['1.2188671180888678e+18', '1.2188704591749366e+18']",['1.2188704591749366e+18'],['2020-01-19 12:18:57'],2020-01-19 12:18:57,13.266666666666667
6025,2020-01-19 15:15:10,1.218914803424645e+18,"('KLM', '56377143')",['1.218914803424645e+18'],['1.2189176642294129e+18'],[],"['1.218914803424645e+18', '1.2189176642294129e+18']",['1.2189176642294129e+18'],['2020-01-19 15:26:32'],2020-01-19 15:26:32,11.366666666666667
6029,2020-01-19 18:54:14,1.2189699328992584e+18,"('KLM', '56377143'),('flyingblue', '1389580680')",['1.2189699328992584e+18'],['1.2189731524847575e+18'],[],"['1.2189699328992584e+18', '1.2189731524847575e+18']",['1.2189731524847575e+18'],['2020-01-19 19:07:01'],2020-01-19 19:07:01,12.783333333333333
6030,2020-01-19 21:20:06,1.2190066421734646e+18,"('KLM', '56377143'),('AirCanada', '54904679')",['1.2190066421734646e+18'],['1.2190101811887268e+18'],[],"['1.2190066421734646e+18', '1.2190101811887268e+18']",['1.2190101811887268e+18'],['2020-01-19 21:34:09'],2020-01-19 21:34:09,14.05
6031,2020-01-19 23:16:22,1.2190359017472532e+18,"('KLM', '56377143')",['1.2190359017472532e+18'],['1.2190446774600745e+18'],[],"['1.2190359017472532e+18', '1.2190446774600745e+18']",['1.2190446774600745e+18'],['2020-01-19 23:51:14'],2020-01-19 23:51:14,34.86666666666667
6032,2020-01-20 08:22:21,1.2191733053511311e+18,"('KLM', '56377143')",['1.2191733053511311e+18'],['1.2191745425742602e+18'],[],"['1.2191733053511311e+18', '1.2191745425742602e+18']",['1.2191745425742602e+18'],['2020-01-20 08:27:16'],2020-01-20 08:27:16,4.916666666666667
6035,2020-01-21 07:56:00,1.2195290617661809e+18,"('KLM', '56377143')",['1.2195290617661809e+18'],['1.2195315388592046e+18'],[],"['1.2195290617661809e+18', '1.2195315388592046e+18']",['1.2195315388592046e+18'],['2020-01-21 08:05:51'],2020-01-21 08:05:51,9.85
6036,2020-01-21 13:29:04,1.2196128793532703e+18,"('KLM', '56377143')",['1.2196128793532703e+18'],['1.2196158703407514e+18'],[],"['1.2196128793532703e+18', '1.2196158703407514e+18']",['1.2196158703407514e+18'],['2020-01-21 13:40:57'],2020-01-21 13:40:57,11.883333333333333
6038,2020-01-21 14:16:26,1.21962479873049e+18,"('rafredarrows', '587397179'),('KLM', '56377143')",['1.2196247987304899e+18'],['1.2196263727773655e+18'],[],"['1.2196247987304899e+18', '1.2196263727773655e+18']",['1.2196263727773655e+18'],['2020-01-21 14:22:41'],2020-01-21 14:22:41,6.25
6039,2020-01-21 15:29:21,1.2196431506350776e+18,"('KLM', '56377143')",['1.2196431506350776e+18'],['1.219645531946918e+18'],[],"['1.2196431506350776e+18', '1.219645531946918e+18']",['1.219645531946918e+18'],['2020-01-21 15:38:49'],2020-01-21 15:38:49,9.466666666666667
6040,2020-01-21 16:28:35,1.219658057308934e+18,"('KLM', '56377143')",['1.2196580573089341e+18'],['1.2196634055876198e+18'],[],"['1.2196580573089341e+18', '1.2196634055876198e+18']",['1.2196634055876198e+18'],['2020-01-21 16:49:50'],2020-01-21 16:49:50,21.25
6041,2020-01-21 16:39:26,1.219660786072576e+18,"('KLM', '56377143')",['1.219660786072576e+18'],['1.219665644230234e+18'],[],"['1.219660786072576e+18', '1.219665644230234e+18']",['1.219665644230234e+18'],['2020-01-21 16:58:44'],2020-01-21 16:58:44,19.3
6042,2020-01-21 18:06:16,1.2196826408545075e+18,"('HamburgAirport', '72818434'),('KLM', '56377143')",['1.2196826408545075e+18'],['1.219686084537475e+18'],[],"['1.2196826408545075e+18', '1.219686084537475e+18']",['1.219686084537475e+18'],['2020-01-21 18:19:57'],2020-01-21 18:19:57,13.683333333333334
6043,2020-01-21 18:15:07,1.2196848665241723e+18,"('KLM', '56377143')",['1.2196848665241723e+18'],['1.2196860494898668e+18'],[],"['1.2196848665241723e+18', '1.2196860494898668e+18']",['1.2196860494898668e+18'],['2020-01-21 18:19:49'],2020-01-21 18:19:49,4.7
6046,2020-01-21 18:58:35,1.2196958046356685e+18,"('KLM', '56377143')",['1.2196958046356685e+18'],['1.2199808126297457e+18'],[],"['1.2196958046356685e+18', '1.2199808126297457e+18']",['1.2199808126297457e+18'],['2020-01-22 13:51:06'],2020-01-22 13:51:06,1132.5166666666667
6049,2020-01-21 19:58:30,1.2197108844293407e+18,"('KLM', '56377143')",['1.2197108844293407e+18'],['1.2197119119918367e+18'],[],"['1.2197108844293407e+18', '1.2197119119918367e+18']",['1.2197119119918367e+18'],['2020-01-21 20:02:35'],2020-01-21 20:02:35,4.083333333333334
